S. No,Office Name,Registration No.,Registration Date,Vehicle Category,Vehicle Type,Vehicle Class,Permit Type,Permit Category,Permit Issue Date,Permit Valid From,Permit Upto,Region Covered,Route Covered,From Location,To Location,Via Location,Permit Service Type Name,Registration Finacial year,Permit Finacial year,Vehicle Fuel,Goods To Carry,E-Bus Identifier
13043.0,SRINAGAR RTO,JK01M5761,15-Apr-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,11-Mar-91,11-Mar-18,10-Mar-19,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2009-2010,1990-1991,DIESEL,,
13044.0,SRINAGAR RTO,JK01M5972,21-Apr-09,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Jul-97,04-Jul-17,03-Jul-18,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Pampore ,Dalgate,Ordinary Service,2009-2010,1997-1998,DIESEL,,
13045.0,SRINAGAR RTO,JK01M5973,21-Apr-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,17-Jul-93,17-Jul-24,16-Jul-29,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,"Batamallo,Tengpora",,2009-2010,1993-1994,DIESEL,,
13046.0,SRINAGAR RTO,JK01M7264,29-May-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,27-Sep-90,27-Sep-24,26-Sep-29,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Pampore ,Dalgate,,2009-2010,1990-1991,DIESEL,,
13047.0,SRINAGAR RTO,JK01M7265,29-May-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,02-Jan-97,14-Jan-23,13-Jan-28,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2009-2010,1996-1997,DIESEL,,
13048.0,SRINAGAR RTO,JK01M7559,17-Jun-09,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-Jul-97,22-Jul-20,21-Jul-22,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2009-2010,1997-1998,DIESEL,,
13049.0,SRINAGAR RTO,JK01M8210,06-Jul-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Aug-09,04-Aug-16,03-Aug-17,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,SMHS,Ordinary Service,2009-2010,2009-2010,DIESEL,,
13051.0,SRINAGAR RTO,JK01M8635,08-Jul-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,24-Jan-97,24-Jan-17,23-Jan-18,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Pampore,Dalgate,Ordinary Service,2009-2010,1996-1997,DIESEL,,
13053.0,SRINAGAR RTO,JK01M9473,05-Aug-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,15-Oct-97,15-Oct-16,14-Oct-17,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,"Batamallo,Tengpora",Ordinary Service,2009-2010,1997-1998,DIESEL,,
13054.0,SRINAGAR RTO,JK01N0878,05-Sep-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,13-Jan-98,12-Jan-19,11-Jan-20,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,"Batamallo,Tengpora",Ordinary Service,2009-2010,1997-1998,DIESEL,,
13055.0,SRINAGAR RTO,JK01N0886,05-Sep-09,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,16-Jun-99,16-Jun-18,15-Jun-19,EASTERN AREA OF SGR ROTATION BASIS,,Malbagh,LD,Illahibagh,Express Service,2009-2010,1999-2000,DIESEL,,
13056.0,SRINAGAR RTO,JK01N1504,16-Sep-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,24-Jun-97,24-Jun-17,23-Jun-18,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2009-2010,1997-1998,DIESEL,,
13058.0,SRINAGAR RTO,JK01N3176,03-Nov-09,MPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),15-Apr-97,15-Apr-18,14-Apr-19,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2009-2010,1997-1998,DIESEL,,
13060.0,SRINAGAR RTO,JK01N4520,14-Dec-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Mar-97,09-Mar-20,08-Mar-22,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Bemina,Batamallo,Ordinary Service,2009-2010,1996-1997,DIESEL,,
13061.0,SRINAGAR RTO,JK01N5006,04-Jan-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-Jan-92,07-Jan-18,06-Jan-19,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,"Batamallo,Tengpora",Ordinary Service,2009-2010,1991-1992,DIESEL,,
13062.0,SRINAGAR RTO,JK01N5923,09-Feb-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-Feb-98,06-Feb-20,05-Feb-21,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2009-2010,1997-1998,DIESEL,,
13063.0,SRINAGAR RTO,JK01N5927,09-Feb-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-Apr-96,22-Apr-22,21-Apr-24,EASTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,Budgam,Khumani Chowk,Ordinary Service,2009-2010,1996-1997,DIESEL,,
13066.0,SRINAGAR RTO,JK01N7330,27-Mar-10,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,04-Feb-08,04-Feb-24,03-Feb-29,EASTERN AREA OF SGR ROTATION BASIS,,Rangpora,Lalchowk,Dalgate,,2009-2010,2007-2008,DIESEL,,
13067.0,SRINAGAR RTO,JK01N7477,30-Mar-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,13-May-92,12-May-19,11-May-20,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2009-2010,1992-1993,DIESEL,,
13068.0,SRINAGAR RTO,JK01N8135,17-Apr-10,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,27-Jul-99,08-May-18,07-May-19,EASTERN AREA OF SGR ROTATION BASIS,,Rangpora,Lalchowk,Dalgate,Ordinary Service,2010-2011,1999-2000,DIESEL,,
13069.0,SRINAGAR RTO,JK01N8346,26-Apr-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-Nov-95,06-Nov-18,05-Nov-19,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Qamarwari,Ordinary Service,2010-2011,1995-1996,DIESEL,,
13070.0,SRINAGAR RTO,JK01N8751,04-May-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,17-Oct-92,17-Oct-19,16-Oct-20,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2010-2011,1992-1993,DIESEL,,
13072.0,SRINAGAR RTO,JK01N9242,08-May-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,18-Nov-89,18-Nov-21,17-Nov-23,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2010-2011,1989-1990,DIESEL,,
13073.0,SRINAGAR RTO,JK01N9382,15-May-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Oct-97,21-Oct-18,20-Oct-19,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,LD,Dalgate,Ordinary Service,2010-2011,1997-1998,DIESEL,,
13074.0,SRINAGAR RTO,JK01N9716,24-May-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Jun-92,09-Jun-19,08-Jun-20,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Panzinara,Parimpora,Ordinary Service,2010-2011,1992-1993,DIESEL,,
13075.0,SRINAGAR RTO,JK01P0237,10-Jun-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-May-94,10-May-19,09-May-20,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,LD,Dalgate,Ordinary Service,2010-2011,1994-1995,DIESEL,,
13076.0,SRINAGAR RTO,JK01P0450,12-Jun-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Apr-91,01-Apr-17,31-Mar-18,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2010-2011,1991-1992,DIESEL,,
13077.0,SRINAGAR RTO,JK01P0957,25-Jun-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Mar-92,04-Mar-19,03-Mar-20,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2010-2011,1991-1992,DIESEL,,
13079.0,SRINAGAR RTO,JK01P1550,28-Jul-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Apr-10,31-Mar-19,30-Mar-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2010-2011,2010-2011,DIESEL,,
13080.0,SRINAGAR RTO,JK01P1622,11-Aug-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Feb-11,04-Feb-18,03-Feb-19,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2010-2011,2010-2011,DIESEL,,
13081.0,SRINAGAR RTO,JK01P1965,24-Aug-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-May-85,09-May-18,08-May-19,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora ,PathaChowk,Dalgate,Ordinary Service,2010-2011,1985-1986,DIESEL,,
13083.0,SRINAGAR RTO,JK01P3138,15-Oct-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,24-Dec-91,24-Dec-22,23-Dec-27,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2010-2011,1991-1992,DIESEL,,
13084.0,SRINAGAR RTO,JK01P3156,15-Oct-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-Sep-97,05-Sep-16,04-Sep-17,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,Ordinary Service,2010-2011,1997-1998,DIESEL,,
13086.0,SRINAGAR RTO,JK01P4491,11-Nov-10,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Mar-97,26-Mar-23,25-Mar-28,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2010-2011,1996-1997,DIESEL,,
13087.0,SRINAGAR RTO,JK01P4838,24-Nov-10,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,16-May-92,16-May-18,15-May-19,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2010-2011,1992-1993,DIESEL,,
13089.0,SRINAGAR RTO,JK01P9673,22-Mar-11,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Feb-17,21-Oct-18,20-Oct-19,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Railway Station,Dalgate,Express Service,2010-2011,2016-2017,DIESEL,,
13091.0,SRINAGAR RTO,JK01Q1158,26-Mar-11,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Aug-91,26-Aug-19,25-Aug-20,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Zonimar,Ordinary Service,2010-2011,1991-1992,DIESEL,,
13092.0,SRINAGAR RTO,JK01Q1984,10-May-11,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-Jul-01,05-Jul-23,04-Jul-28,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Zonimar,,2011-2012,2001-2002,DIESEL,,
13093.0,SRINAGAR RTO,JK01Q2733,23-May-11,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Apr-89,01-Apr-17,31-Mar-18,EASTERN AREA OF SGR ROTATION BASIS,,Saidakadal,Parimpora,Dalgate,Ordinary Service,2011-2012,1989-1990,DIESEL,,
13095.0,SRINAGAR RTO,JK01Q7150,08-Aug-11,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-Feb-98,23-Feb-18,22-Feb-19,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,Ordinary Service,2011-2012,1997-1998,DIESEL,,
13096.0,SRINAGAR RTO,JK01R6724,14-Mar-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,31-Dec-92,31-Dec-17,30-Dec-18,WESTERN AREA OF SRINAGAR CITY,,Narbal,Jehangir Chowk,Qamarwari,Ordinary Service,2011-2012,1992-1993,DIESEL,,
13097.0,SRINAGAR RTO,JK01R6917,09-Mar-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Sep-92,09-Sep-18,08-Sep-19,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,Lalchowk,LD,Ordinary Service,2011-2012,1992-1993,DIESEL,,
13100.0,SRINAGAR RTO,JK01R9029,01-May-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-May-97,06-May-18,05-May-19,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2012-2013,1997-1998,DIESEL,,
13105.0,SRINAGAR RTO,JK01R9555,10-May-12,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Apr-97,09-Apr-22,08-Apr-23,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2012-2013,1997-1998,DIESEL,,
13106.0,SRINAGAR RTO,JK01R9707,11-May-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-Feb-92,22-Feb-23,21-Feb-28,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2012-2013,1991-1992,DIESEL,,
13108.0,SRINAGAR RTO,JK01S2289,03-Jul-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,30-Sep-97,30-Sep-23,29-Sep-28,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Zonimar,,2012-2013,1997-1998,DIESEL,,
13110.0,SRINAGAR RTO,JK01S7713,20-Sep-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Aug-97,26-Aug-17,25-Aug-18,EASTERN AREA OF SGR ROTATION BASIS,,Qamarwari,Parimpora,LD,Ordinary Service,2012-2013,1997-1998,DIESEL,,
13112.0,SRINAGAR RTO,JK01S8063,26-Sep-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Aug-97,21-Aug-16,20-Aug-17,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,Ordinary Service,2012-2013,1997-1998,DIESEL,,
13113.0,SRINAGAR RTO,JK01S9029,13-Oct-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,16-Jun-97,16-Jun-20,15-Jun-22,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2012-2013,1997-1998,DIESEL,,
13119.0,SRINAGAR RTO,JK01T1475,07-Dec-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-Feb-92,22-Apr-22,21-Apr-23,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,Ordinary Service,2012-2013,1991-1992,DIESEL,,
13120.0,SRINAGAR RTO,JK01T1891,13-Dec-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,01-Jun-92,30-May-22,29-May-23,WESTERN AREA OF SRINAGAR CITY,,LD ,Parimpora,Jehangir Chowk,Ordinary Service,2012-2013,1992-1993,DIESEL,,
13124.0,SRINAGAR RTO,JK01T6663,26-Apr-13,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,28-May-85,28-May-22,27-May-25,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Buchpora,Ordinary Service,2013-2014,1985-1986,DIESEL,,
13125.0,SRINAGAR RTO,JK01T8120,10-May-13,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,13-Oct-97,13-Oct-19,12-Oct-23,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2013-2014,1997-1998,DIESEL,,
13126.0,SRINAGAR RTO,JK01U7662,10-Oct-13,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,30-Aug-94,30-Aug-20,29-Aug-21,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Hazratbal,Buchpora,Ordinary Service,2013-2014,1994-1995,DIESEL,,
13127.0,SRINAGAR RTO,JK01U7866,31-Oct-13,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-Mar-92,05-Mar-18,04-Mar-19,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Hazratbal,Buchpora,Ordinary Service,2013-2014,1991-1992,DIESEL,,
13128.0,SRINAGAR RTO,JK01U9840,14-Nov-13,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,08-Nov-97,08-Nov-17,07-Nov-18,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Railway Station,Dalgate,Ordinary Service,2013-2014,1997-1998,DIESEL,,
13129.0,SRINAGAR RTO,JK01V0633,11-Dec-13,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,20-May-17,20-May-18,19-May-19,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,,2013-2014,2017-2018,DIESEL,,
13130.0,SRINAGAR RTO,JK01V2070,16-Jan-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Feb-96,09-Feb-21,08-Feb-23,EASTERN AREA OF SGR ROTATION BASIS,,Qamarwari,Parimpora,Dalgate,Ordinary Service,2013-2014,1995-1996,DIESEL,,
13133.0,SRINAGAR RTO,JK01V2834,30-Jan-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,03-Mar-89,03-Mar-19,02-Mar-20,EASTERN AREA OF SGR ROTATION BASIS,,Qamarwari,Parimpora,Dalgate,Ordinary Service,2013-2014,1988-1989,DIESEL,,
13134.0,SRINAGAR RTO,JK01V3440,25-Feb-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,17-Apr-14,20-Feb-20,19-Feb-21,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Lalchowk,Ordinary Service,2013-2014,2014-2015,DIESEL,,
13135.0,SRINAGAR RTO,JK01V3531,01-Mar-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-May-89,01-May-20,30-Apr-22,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2013-2014,1989-1990,DIESEL,,
13136.0,SRINAGAR RTO,JK01V3550,25-Feb-14,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,19-Apr-96,18-Apr-20,17-Apr-21,EASTERN AREA OF SGR ROTATION BASIS,,Qamarwari,Parimpora,Dalgate,Ordinary Service,2013-2014,1996-1997,DIESEL,,
13137.0,SRINAGAR RTO,JK01V3620,25-Feb-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-Dec-91,23-Dec-18,22-Dec-19,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2013-2014,1991-1992,DIESEL,,
13138.0,SRINAGAR RTO,JK01V3705,03-Mar-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-Jan-92,22-Jan-17,21-Jan-18,EASTERN AREA OF SGR ROTATION BASIS,,Qamarwari,Parimpora,Dalgate,Ordinary Service,2013-2014,1991-1992,DIESEL,,
13139.0,SRINAGAR RTO,JK01V3733,03-Mar-14,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,30-Nov-97,30-Nov-21,29-Nov-23,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Buchpora,Ordinary Service,2013-2014,1997-1998,DIESEL,,
13140.0,SRINAGAR RTO,JK01V3912,07-Mar-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Jan-99,09-Jan-23,08-Jan-28,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Hazratbal,Buchpora,Ordinary Service,2013-2014,1998-1999,DIESEL,,
13141.0,SRINAGAR RTO,JK01V4232,14-Mar-14,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,13-Mar-89,12-Apr-22,11-Apr-24,MA ROAD TO SAFAKADAL,,MA Road,Safakadal,Jehangir Chowk,Ordinary Service,2013-2014,1988-1989,DIESEL,,
13142.0,SRINAGAR RTO,JK01V4575,22-Mar-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Jul-89,04-Jul-16,03-Jul-17,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Lalchowk,Ordinary Service,2013-2014,1989-1990,DIESEL,,
13143.0,SRINAGAR RTO,JK01V5143,10-Apr-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,16-Apr-14,12-Apr-17,11-Apr-18,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2014-2015,2014-2015,DIESEL,,
13146.0,SRINAGAR RTO,JK01V6304,28-Apr-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Feb-89,04-Feb-21,03-Feb-22,EASTERN AREA OF SGR ROTATION BASIS,,Rangpora,LD,90feet,Ordinary Service,2014-2015,1988-1989,DIESEL,,
13147.0,SRINAGAR RTO,JK01V7433,17-May-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,14-Feb-96,14-Feb-18,13-Feb-19,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Buchpora,Ordinary Service,2014-2015,1995-1996,DIESEL,,
13150.0,SRINAGAR RTO,JK01W1099,16-Jul-14,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,18-Oct-89,15-May-23,14-May-28,EASTERN AREA OF SGR ROTATION BASIS,,Baghat Shora,Lalchowk,Nowhata,Ordinary Service,2014-2015,1987-1988,DIESEL,,
13152.0,SRINAGAR RTO,JK01W2906,06-Aug-14,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,22-Mar-97,22-Mar-18,21-Mar-19,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2014-2015,1996-1997,DIESEL,,
13153.0,SRINAGAR RTO,JK01W2933,14-Aug-14,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Jun-17,01-Jun-20,31-May-21,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,,2014-2015,2017-2018,DIESEL,,
13154.0,SRINAGAR RTO,JK01W3433,08-Aug-14,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,20-Aug-97,20-Aug-22,19-Aug-27,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,Ordinary Service,2014-2015,1997-1998,DIESEL,,
13155.0,SRINAGAR RTO,JK01W3674,19-Aug-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Mar-91,07-Mar-21,06-Mar-23,,,CHANAPORA,SOURA,"RAMBAGH, EXCROSSING, BUND , SRTC, NEW BRIDGE, KHAYA, RAJOURI KADAL",Ordinary Service,2014-2015,1990-1991,DIESEL,,
13156.0,SRINAGAR RTO,JK01W3766,22-Aug-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,15-Sep-92,15-Sep-19,14-Sep-20,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Lalchowk,Ordinary Service,2014-2015,1992-1993,DIESEL,,
13157.0,SRINAGAR RTO,JK01W4680,21-Aug-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,17-Jun-90,17-Jun-20,16-Jun-21,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Nowhata,Ordinary Service,2014-2015,1990-1991,DIESEL,,
13160.0,SRINAGAR RTO,JK01W5336,13-Oct-14,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,02-Feb-18,02-Feb-18,01-Feb-19,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,SMHS,,2014-2015,2017-2018,DIESEL,,
13163.0,SRINAGAR RTO,JK01W5785,16-Oct-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,25-Dec-97,25-Dec-18,24-Dec-19,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Buchpora,Ordinary Service,2014-2015,1997-1998,DIESEL,,
13164.0,SRINAGAR RTO,JK01W5789,16-Oct-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,18-Nov-97,18-Nov-19,17-Nov-20,EASTERN AREA OF SGR ROTATION BASIS,,Baghat Shora,Lalchowk,Nowhata,Ordinary Service,2014-2015,1997-1998,DIESEL,,
13165.0,SRINAGAR RTO,JK01W5790,16-Oct-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,11-Mar-91,04-Jul-20,03-Jul-21,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Lalchowk,Nowhata,Ordinary Service,2014-2015,1990-1991,DIESEL,,
13166.0,SRINAGAR RTO,JK01W5811,25-Oct-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Nov-96,21-Nov-16,20-Nov-17,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2014-2015,1996-1997,DIESEL,,
13168.0,SRINAGAR RTO,JK01W6410,11-Nov-14,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-May-89,10-May-25,09-May-30,EASTERN AREA OF SGR ROTATION BASIS,,Baghat Shora,Lalchowk,Nowhata,,2014-2015,1989-1990,DIESEL,,
13169.0,SRINAGAR RTO,JK01W6711,15-Nov-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,02-May-17,02-May-24,01-May-29,WESTERN AREA OF SRINAGAR CITY,,"Hazratbal, Lalbazar",Parimpora,Rajiakadal,,2014-2015,2017-2018,DIESEL,,
13171.0,SRINAGAR RTO,JK01W7119,15-Nov-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-Jul-97,07-Jul-17,06-Jul-18,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Lalchowk,Nowhata,Ordinary Service,2014-2015,1997-1998,DIESEL,,
13172.0,SRINAGAR RTO,JK01W7761,06-Dec-14,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,04-Feb-17,05-Feb-22,04-Feb-27,WESTERN AREA OF SRINAGAR CITY,,Lawaypora,Jehangir Chowk,Qamarwari,,2014-2015,2016-2017,DIESEL,,
