"Route_Code","Route_Name","Eng_O","Eng_D","Eng_KM","Eng_Cycle_Min","Eng_Headway","Eng_Fleet","Eng_Type","Eng_Load","Real_RoadKM","Real_OneWay_Time","Real_Service","Coord_Check","KM_Delta_Pct","Time_Check","Verdict","Finding","Sources"
"SRSR01010809","Rangpora to Soura","34.161641,74.817634","34.137704,74.802102","22.053","110.3","35","5","Peri_Urban","0.043","2-4","10-15 min","Rangpora is documented as immediately adjacent to Buchpora/the Ganderbal road area just north of Soura; Soura is a well-known Srinagar North locality (SKIMS hospital) about 9 km from Lal Chowk. These two points are very close to each other geographically.","FAIL -- haversine straight-line distance is only 3.02 km, yet the engine models 22.05 km (cycle 110.3 min) for what should be one of the shortest legs in the entire dataset; this is a severe coordinate or routing anomaly, not explainable by city circuity.","+635 (engine 22.05 km vs a generous 3-4 km real road-distance estimate for two adjacent localities)","Implausible -- 110.3 min round-trip cycle for two localities ~3 km apart (an expected 5-10 min real one-way drive) cannot be reconciled with any realistic road geometry; this looks like a duplicate-distance or copy-paste error from a much longer route in the same batch (e.g. it matches almost exactly the erroneous 21.9 km Rangpora-to-LD figure).","FAIL","Rangpora and Soura are adjacent localities on the same Ganderbal-road corridor (haversine only 3.02 km), but the engine models a 22.05 km / 110.3-min cycle -- nearly identical to the also-anomalous Rangpora-to-LD route in this same batch, strongly suggesting a data/routing error (e.g. a snapped-to-wrong-node OSRM call or a copy/paste of another route's distance) rather than a real corridor characteristic.","Wikipedia Buchpora,Wikipedia Soura Srinagar,distancesfrom.com Lal Chowk-Soura via Nowhatta"
"SRGB01010902","Soura to Gadoora","34.137704,74.802102","34.176015,74.781487","17.862","89.3","35","4","Peri_Urban","0.76","8-10 (Gadoora is cited as ~8km from SKIMS Soura; haversine 4.66km)","20-25 min one-way est.","No specific named JKRTC/SSCL service found for this exact corridor; plausible local minibus/feeder given Gadoora sits on the Srinagar-Ganderbal border just past Soura","Both endpoints real and correctly placed; Gadoora is a genuine Ganderbal border village adjacent to Soura/SKIMS","approx 100 (engine 17.86 vs real ~9, midpoint of road-distance estimate; villageinfo.in states only ~8km from SKIMS Soura)","Engine one-way ~44.6 min vs real est. 20-25 min; plausible if road is indirect/rural but on the high side","REVIEW","Real-world sources (villageinfo.in) state Gadoora is only about 8 km from SKIMS Soura, well under half the engine's 17.86 km Route_KM; likely an over-estimated road path or coordinate/routing issue inflating distance.","villageinfo.in, onefivenine.com"
"SRSR01020901","Soura to Railway Station","34.137704,74.802102","34.024163,74.847251","18.799","94.0","35","4","Peri_Urban","0.052","15-17 (Soura ~9km north of Lal Chowk; Railway Station ~8km from city centre; haversine 13.29km)","30-35 min one-way est. given city congestion","No single named JKRTC service found directly, but Soura-Lal Chowk-Railway corridor is served by city buses/minibuses; Soura to Lal Chowk segment well documented","Both endpoints real and correctly placed (Soura locality, Srinagar Railway Station)","approx 15-20 (engine 18.8 vs real est. 15-17, within tolerance)","Engine one-way ~47 min vs real ~30-35 min; plausible given Jhelum-area and downtown congestion noted in engine constants","PASS","Corridor and coordinates check out; KM and time are within plausible range for a congested intra-city route via downtown Srinagar.","onefivenine.com, Wikipedia Soura Srinagar, Wikipedia Srinagar railway station"
"SRKG02033901","Srinagar to Bugam","34.07457,74.820502","33.690119,75.025633","62.557","312.8","35","11","Peri_Urban","0.177","62-68 (Kulgam town ~68km from Srinagar per kulgam.nic.in; Bugam is a village in Kulgam tehsil, slightly closer; haversine 46.76km)","100-110 min one-way est. on hill/rural roads","JKRTC operates Srinagar-Kulgam regional services; Bugam itself not separately named in JKRTC timetable but lies on/near the Kulgam corridor","Both endpoints real; Bugam confirmed as a genuine village under Kulgam tehsil, Anantnag/Kulgam district; coordinate consistent with Kulgam-area placement","approx -8 (engine 62.557 vs real ~65-68 midpoint ~66.5, engine slightly under, within tolerance)","Engine one-way ~156 min vs real est. 100-110 min; engine longer, plausible for a long rural multi-stop regional route with layover","PASS","Corridor and distance are realistic for a Srinagar-Kulgam-area regional route; cycle time on the high side but acceptable for a long rural corridor with stops.","kulgam.nic.in, mapsofindia.com, Wikipedia Kulgam"
"SRGB02023901","Srinagar to Gund","34.07457,74.820502","34.257896,75.088684","57.421","287.1","35","11","Peri_Urban","0.443","55-60 (Gund lies on NH1 between Ganderbal ~21km and Sonamarg ~80km from Srinagar; estimated 55-60km; haversine 32.01km)","85-100 min one-way est. on mountain highway","JKRTC/SRTC operates Srinagar-Sonamarg buses via Ganderbal-Kangan-Gund corridor; Gund is a known stop on this route","Both endpoints real; Gund is a genuine tehsil/town on the Srinagar-Sonamarg NH1 highway in Ganderbal district","approx 0 (engine 57.4 vs real est. ~57.5 midpoint, well matched)","Engine one-way ~143.6 min vs real est. 85-100 min; engine notably higher but mountain road with possible seasonal/traffic delays could explain some of the gap","REVIEW","Distance matches well, but the modelled cycle time runs noticeably longer than typical real-world estimates for this NH1 corridor; verify if congestion/layover assumptions for this hill route are appropriately calibrated.","ganderbal.nic.in, ninemash.com, etourismkashmir.com"
"SRPW02033903","Srinagar to Lettar","34.07457,74.820502","33.874121,74.898327","28.413","142.1","35","6","Peri_Urban","0.091","26-32 (Lettar is a Pulwama-area village; Pulwama town itself is 26-32km from Srinagar per multiple sources; haversine 23.42km)","45-55 min one-way est.","No JKRTC service specifically named for Lettar; general Srinagar-Pulwama corridor well served by JKRTC and private buses","Both endpoints real; Lettar is a genuine Pulwama-district village near the Pulwama-Srinagar corridor","approx 0 (engine 28.4 vs real est. ~29 midpoint, well matched)","Engine one-way ~71 min vs real est. 45-55 min; engine higher but plausible with rural stops/layover added to the Pulwama corridor base time","PASS","Distance and corridor are well supported; cycle time runs a bit long but within acceptable bounds for a multi-stop rural feeder.","distancebetween2.com, yatra.com, distancefromto.net"
"SRGB02034001","TRC to Central University Ganderbal via Karan Nagar Zoonimar 90ft Road","34.083498,74.808812","34.272563,74.824405","27.314","136.6","15","12","Peri_Urban","0.44","21-25 (Central University Ganderbal campus is beyond Ganderbal town, which itself is ~15-21km from Srinagar/TRC; haversine 21.07km)","35-45 min one-way est. on city-out-of-city corridor","SSCL/CHALO e-bus network operates a TRC-Ganderbal-area corridor (article confirms a planned/possible TRC-Ganderbal service); CMP_Trunk flag True is consistent with SSCL backbone routes","Both endpoints real; TRC (Tourist Reception Centre, Srinagar) and Central University of Kashmir's Ganderbal campus are genuine, well-documented locations","approx 15-20 (engine 27.3 vs real est. ~23 midpoint, on the high end but within tolerance for a longer route)","Engine one-way ~68.3 min vs real est. 35-45 min; engine notably higher, plausible given multiple via-points (Karan Nagar, Zoonimar, 90ft Road) adding distance/stops not captured in a direct-route estimate","REVIEW","The named via-points (Karan Nagar, Zoonimar Road, 90ft Road) make this a genuinely longer in-city-plus-suburban routing than a direct Srinagar-Ganderbal estimate, which likely explains both the higher KM and time versus straight-route benchmarks; recommend confirming via-point sequencing matches a realistic non-circuitous path.","kashmirlife.net (Red Buses route chart), ganderbal.nic.in, distancebetween2.com"
"SRPW02034005","TRC to Pulwama via Nowgam Kaanipora","34.083498,74.808812","33.871436,74.898398","29.364","146.8","15","12","Peri_Urban","0.159","26-32 (Srinagar-Pulwama direct ~26-32km per multiple sources; Nowgam-Pulwama Road distance cited at 66km appears to be an outlier/different reference point; haversine 24.99km)","45-55 min one-way est. via Nowgam-Kanipora corridor","SSCL/CHALO operates Batamaloo-Pulwama and related e-bus corridors via similar via-points (Drussu Pulwama via Marwal in C1 batch); CMP_Trunk=True consistent with SSCL backbone","Both endpoints real; TRC and Pulwama town are genuine, well-documented; Nowgam and Kanipora are real intermediate Srinagar-side localities on this corridor","approx 0 (engine 29.4 vs real est. ~29 midpoint using the more consistent 26-32km Srinagar-Pulwama figures, excluding the outlier 66km source)","Engine one-way ~73.4 min vs real est. 45-55 min; engine higher but plausible for an e-bus route with multiple via-stops (Nowgam, Kanipora) versus a direct point-to-point estimate","PASS","Distance and time are reasonable once compared against the consistent ~26-32km Srinagar-Pulwama benchmark (the single 66km source for 'Nowgam-Pulwama Road' looks like a different/longer reference route, not used as primary)","distancebetween2.com, yatra.com, alldistancebetween.com"
"PWSR03020939","Wasoora to Srinagar","33.82621,74.971966","34.07457,74.820502","39.631","198.2","35","7","Peri_Urban","0.168","48-50 (Wikipedia: Wasoora is 50km from Srinagar; haversine 30.95km)","75-90 min one-way est. on rural-to-city corridor","No JKRTC service specifically named for Wasoora; general Pulwama-area corridor served by JKRTC/private operators","Both endpoints real; Wasoora is a genuine village in Shahoora Tehsil, Pulwama district, confirmed by Wikipedia with exact distance citation","approx -20 (engine 39.6 vs real 50 per Wikipedia, engine notably under-estimating the real-world figure)","Engine one-way ~99 min vs real est. 75-90 min; engine slightly higher, roughly consistent","REVIEW","Wikipedia states Wasoora is 50 km from Srinagar (and 14 km east of Pulwama HQ), but the engine's Route_KM of 39.6 km is about 20% short of this sourced figure; recommend re-checking the coordinate/routing for Wasoora.","Wikipedia (Wasoora, Pulwama), distancefromto.net"
"SRSR02020223","Baghat Shora to Lalchowk","34.041705,74.802477","34.071262,74.810527","13.003","104.0","35","4","Urban","0.065","3-5 (Baghat/Barzulla area is documented as 2-7km from Lal Chowk depending on exact sub-locality; haversine 3.37km)","10-15 min one-way est. for a short intra-city hop","No single named JKRTC/SSCL route found for 'Baghat Shora' specifically, but Baghat and Lal Chowk are both well within the dense city bus network (e.g., Route 8, Route 9 circular pass nearby)","Both endpoints exist; Baghat Shora maps closely to the Baghat locality near Barzulla/Natipora and Lal Chowk is Srinagar's central hub, but the engine's Route_KM (13km) is far above what a Baghat-Lal Chowk hop should be (~3-7km per sources)","approx 200+ (engine 13.0 vs real est. ~4 midpoint; major over-estimate)","Engine one-way ~52 min vs real est. 10-15 min; engine far higher than expected for such a short urban hop","REVIEW","Baghat (Shora) is documented as only 2-7 km from Lal Chowk by multiple sources (Barzulla ~2km, Bagh-e-Mehtab ~7km), but the engine models a 13 km, 52-minute one-way route for this short intra-city hop -- the routing/coordinate likely picked up a circuitous OSRM path or a less-central 'Shora' sub-point; recommend verifying the exact Baghat Shora coordinate and routing.","onefivenine.com (Baghat locality), distancesfrom.com, latlong.net (Lal Chowk)"
"SRSR02020525","Batamaloo Circular via Khonmoh","34.068715,74.779627","34.041631,74.881908","13.870","98.1","15","9","Urban","0.134","10-13 (no exact source for Khonmoh leg; haversine 9.89km, with circular/via-point road premium typical 25-30% over straight line)","20-25 min one-way est.","SSCL/CHALO 'Route 9 (Circular)' confirmed operating a Batamaloo-based circular loop (Batamaloo, Bemina Bypass, Parimpora, Qamarwari, Cement Bridge, Noor Bagh, Sakidafar, Rajouri Kadal, Bohri Kadal, Munawarabad, M A Road, Jehangir Chowk, Batamaloo) -- a genuine precedent for a Batamaloo circular CMP_Trunk service, though the named via-point here is Khonmoh rather than the cited loop","Both endpoints real; Batamaloo is Srinagar's major bus hub and Khonmoh is a real industrial-area locality southeast of the city; CMP_Trunk=True is consistent with an SSCL circular service precedent","approx 25-30 (engine 13.87 vs real est. ~11 midpoint, on the high side but plausible for a circular route with detour)","Engine one-way ~49 min vs real est. 20-25 min; engine notably higher, but circular/loop routes legitimately run longer due to the loop structure","REVIEW","Real SSCL data confirms a precedent Batamaloo circular e-bus route (the kashmirlife.net 'Route 9' loop), supporting that this corridor type is genuine, but the specific Khonmoh routing and resulting cycle time could not be independently corroborated against a named timetable; treat as plausible but unverified in detail.","kashmirlife.net (Red Buses route chart -- Route 9 circular), onefivenine.com (Khonmoh)"
"SRSR02020501","Batamaloo to Arath","34.068715,74.779627","34.040934,74.846883","12.395","98.5","15","9","Urban","0.277","6-8 (Arath is cited as ~6km from a Zainakote reference point near Batamaloo; haversine 6.92km)","15-20 min one-way est.","No JKRTC/SSCL route named specifically 'Batamaloo to Arath', but SSCL Route 7 (Batamaloo to Airport) and Route 6B (Batamaloo to Budgam) pass through similar southeast Srinagar corridors, making an Arath feeder plausible; CMP_Trunk=True consistent with SSCL network expansion","Both endpoints real; Batamaloo is the city's main bus hub and Arath is a genuine Budgam-border locality near Zainakote","approx 65-80 (engine 12.4 vs real est. ~7 midpoint; notable over-estimate)","Engine one-way ~49.3 min vs real est. 15-20 min; engine substantially higher than a short urban-edge hop would suggest","REVIEW","Arath is documented as only about 6 km from the Zainakote/Batamaloo reference area, well under half the engine's 12.4 km Route_KM, and the implied one-way time (~49 min) is too long for a route this short; recommend re-checking the routing/coordinate for Arath.","elevationmap.net (Zainakote/Arath/Batamaloo proximity), onefivenine.com (Batmaloo locality)"
"SRBG02030501","Batamaloo to Chadoora Chowk via Jehangir Chowk","34.068715,74.779627","34.051336,74.712172","10.858","65.8","15","6","Urban","0.131","8-10 (no precise sourced figure for this exact corridor; haversine 6.51km, plus a documented detour via Jehangir Chowk)","20-25 min one-way est. given the named detour","SSCL/CHALO 'Route 4' (Batmaloo Bus Stand to Chadora Chowk) is explicitly confirmed by TellMyRoute/Kashmir Observer sources as a real, currently-operating e-bus service; this directly corroborates the corridor","Both endpoints real and the corridor is independently confirmed as an existing named bus route (Route 4)","approx 10-20 (engine 10.86 vs real est. ~9 midpoint, within tolerance for a short urban route with a documented via-point detour)","Engine one-way ~32.9 min vs real est. 20-25 min; engine moderately higher but acceptable for a route via Jehangir Chowk with stops","PASS","Strong real-world confirmation: a Batmaloo-Chadora Chowk e-bus service (Route 4) is independently documented as operating, and KM/time are within plausible range for the corridor with the Jehangir Chowk detour.","tellmyroute.com, kashmirobserver.net, kashmirlife.net"
"SRSR02010504","Batamaloo to Hazratbal via Khanyar","34.068715,74.779627","34.132139,74.842167","12.926","103.4","15","9","Urban","0.051","11-13 (Dargah Hazratbal Mosque to Batamaloo cited at 11km direct; via Khanyar detour adds ~1-2km; haversine 9.10km)","25-30 min one-way est. given downtown Khanyar congestion","SSCL/CHALO 'Route 11' (Batamaloo to Hazratbal via Doodh Ganga Road, Chotta Bazar, Syed Mansoor Chowk, Nai Sadak, Nawakadal, Rajouri Kadal, Gojwara, Hawal, Alamgari Bazar, Mill Stop, Botakadal, Lal Bazar, Saderabal, Hazratbal University) is explicitly confirmed as an existing SSCL e-bus route, and Route 6A (Hazratbal to Batamaloo Road via Nigeen, Rainawari, Khanyar) directly matches the 'via Khanyar' naming","Both endpoints real and the corridor is independently confirmed by two named SSCL routes (6A and 11) covering this exact Batamaloo-Hazratbal-Khanyar relationship","approx 8-15 (engine 12.93 vs real est. ~12 midpoint, well matched)","Engine one-way ~51.7 min vs real est. 25-30 min; engine notably higher, but downtown Khanyar/old-city congestion (per the engine's CONGESTION_CITY_CORE constant) plausibly explains slower transit through this historic, narrow-lane district","PASS","Strong real-world confirmation: SSCL Route 6A explicitly names the Batamaloo-Hazratbal corridor 'via Khanyar', and KM matches well; cycle time runs long but is explainable by old-city downtown congestion through Khanyar.","kashmirlife.net (Red Buses route chart -- Routes 6A and 11), distancesfrom.com"
"SRBG02010503","Batamaloo to Nasrullah Pora via Jehangir Chowk Rambagh Hyderpora","34.068715,74.779627","34.044025,74.73198","7.083","43.4","15","5","Urban","0.077","6-8","15-20 min","SSCL Route 6B: Batamaloo-Jehangir Chowk-Rambagh-Parraypora-Hyderpora-Humhama-Ompora-Budgam; CMP_Trunk flag matches a real SSCL backbone corridor toward Budgam/Nasrullah Pora","Both endpoints real (Batamaloo locality confirmed; Nasrullah Pora is a real village just inside Budgam district near Budgam town); haversine 5.2 km consistent with a ~7 km road route via the stated via-points","0","One-way ~21-22 min plausible for ~7 km through congested Jehangir Chowk/Rambagh corridor","PASS","Matches a documented SSCL e-bus corridor (Route 6B) toward Budgam; coordinates and via-points are consistent with known geography; headway 15 min plausible for a CMP trunk.","kashmirlife.net,jksrtc.co.in,onefivenine.com"
"SRSR02020541","Batamaloo to Womens College Batpora via Rainawari","34.068715,74.779627","34.087488,74.808297","4.508","36.1","15","4","Urban","0.075","4-5","12-15 min","Srinagar Women's College (Govt Degree College for Women) relocated to Batpora, Zakura in 2019, near Hazratbal/Rainawari; SSCL Route 6A (Hazratbal-Batamaloo via Nigeen, Rainawari, Khanyar) covers this corridor","Both endpoints real; Batpora/Zakura college confirmed via web search; haversine 3.4 km vs modelled 4.5 km road distance is reasonable for an urban detour via Rainawari","0","One-way ~18 min for 4.5 km through Rainawari is plausible given downtown congestion","PASS","Corridor matches SSCL Route 6A coverage (Rainawari-Khanyar-Batamaloo); destination college confirmed at Batpora, Zakura; numbers are internally consistent for a short urban hop.","kashmirlife.net,srinagarwomenscollege.com,swczakura.edu.in"
"SRSR02020613","Batmaloo to Dalgate","34.079006,74.794454","34.081628,74.826887","5.366","42.9","20","4","Urban","0.008","3-4","10-12 min","Dalgate is a well-known Dal Lake-front tourist/transit hub in central Srinagar; minibuses and JKRTC city buses regularly connect Batamaloo (a major bus stand) to Dalgate","Both endpoints real and well known; haversine 3.0 km vs modelled 5.4 km road distance is plausible given one-way loops around the Dalgate/Boulevard area","20-21","One-way ~21 min for 5.4 km seems slightly long for the haversine distance but explainable by Srinagar's one-way traffic system near Dal Lake/Dalgate","REVIEW","Modelled road distance (5.4 km) is roughly 80% longer than straight-line (3.0 km); within tolerance for a short urban route given the documented Dalgate one-way detours, but extremely low load (0.008) suggests this route may be redundant with other Batamaloo-area services — flag for de-duplication.","onefivenine.com,distcalculator.com,tribuneindia.com"
"SRSR02011109","Chanapora to Soura","34.033985,74.808002","34.137704,74.802102","14.108","105.9","20","7","Urban","0.057","11-12","30-35 min","Chanapora and Soura are both established Srinagar localities; Soura is ~9 km north of Lal Chowk on the Srinagar-Ladakh highway, served by SSCL Route 5/15 networks that pass near Chanapora via Jehangir Chowk/Batamaloo corridors","Both endpoints real; haversine 11.55 km vs modelled 14.1 km is a reasonable ~22% road/circuity premium for a north-south city traverse","17-23","One-way ~53 min for 14 km within city traffic is on the slow side but plausible given congestion through the city core (Jehangir Chowk/downtown) en route to Soura","REVIEW","KM delta is within tolerance but the implied average speed (~16 km/h one-way) is slow even for Srinagar city traffic; verify whether the route truly transits downtown or has a more direct alignment via the bypass.","wikipedia.org (Soura, Srinagar),onefivenine.com,alldistancebetween.com"
"BRBR01010201","Garkote to Baramulla","34.1981,74.364653","34.208735,74.342587","2.961","23.7","35","2","Urban","0.199","37 (real Garkote, Uri block) vs ~2-3 (engine coords)","N/A — coordinate mismatch","No confirmed service to the real Garkote village; only generic JKRTC Kashmir-division services pass near Baramulla town","Garkote (the only documented village of this name in Baramulla district) is in Uri block, 37 km west of Baramulla town and 12 km from Uri town — NOT the ~2.4 km haversine distance implied by the engine's O/D coordinates, which sit just outside Baramulla town itself","ENGINE COORDINATES DO NOT MATCH REAL GARKOTE","N/A","FAIL","Real Garkote village (Uri tehsil, Baramulla district) is 37 km from Baramulla town; the engine's O coordinate (34.1981,74.364653) is only ~2.4 km from its D coordinate (Baramulla town), meaning the geocoder almost certainly resolved 'Garkote' to a wrong/generic point near Baramulla rather than the real village. This is a coordinate/geocoding error, not a real short urban corridor.","onefivenine.com (Garkote-a Uri),villageinfo.org,geolysis.com"
"SRSR01020422","Hazratbal to LD","34.127549,74.835646","34.081954,74.805892","9.286","74.3","35","4","Urban","0.079","6-7","20-25 min","Hazratbal (shrine/locality, north Srinagar) to LD (Lal Ded Hospital area, central Srinagar) is a well-travelled corridor served by city minibuses and SSCL routes via Nigeen/Rainawari/Dalgate","Both endpoints real and well documented; haversine 5.76 km vs modelled 9.3 km is a high ~61% premium, larger than typical for this corridor length","34-55","One-way ~37 min for what should be a ~6-7 km drive (10-15 min by Google Maps-type estimate) suggests Eng_Cycle is overstated, OR the route takes a longer via-alignment not stated in the name","REVIEW","Distance premium (haversine 5.76 vs modelled 9.3 km, +61%) is higher than typical for a direct Hazratbal-LD hop; either an unstated via-detour exists or the route geometry needs rechecking. Corridor and both endpoints are real and served.","wikipedia.org (Hazratbal),onefivenine.com,kashmirlife.net"
"SRSR02022941","Hazratbal, Lalbazar","34.111187,74.747451","34.087134,74.811433","8.808","70.5","35","4","Urban","0.057","6-7","18-22 min","Lal Bazar (Srinagar, pin 190023) is ~8 km from city centre; corridor between Parimpora/Hazratbal area and Lal Bazar plausible via local minibus network, no dedicated SSCL route confirmed by name","O coordinate (34.111187,74.747451) is actually Parimpora, not Hazratbal proper (~34.1275,74.8356 per other rows) — naming/endpoint inconsistency; D (Lal Bazar) correctly placed","27-39","One-way ~35 min for 8.8 km is slow but plausible for downtown Lal Bazar congestion","REVIEW","Route name says 'Hazratbal' but O coordinate (34.111187,74.747451) matches Parimpora, not the true Hazratbal point used elsewhere (34.127549,74.835646) — likely a naming/endpoint mismatch from route consolidation; verify intended origin.","onefivenine.com (Lal Bazar); wikipedia.org (Hazratbal); indiainfo.net"
"SRSR02021807","JVC to Batwara","34.085141,74.762209","34.05838,74.85221","14.66","117.3","35","5","Urban","0.029","9-10","25-30 min","JVC = JVC Hospital, Bemina (Police Colony Green Belt) — a real, well-known landmark; Batwara is a real Srinagar neighbourhood near Jawahar Nagar/Rajbagh area","Both endpoints real; haversine 8.81 km vs modelled 14.66 km (+66%) is a notably high circuity premium for an intra-city route","48-59","One-way ~59 min for 14.66 km (avg ~15 km/h) is slow even for Srinagar congestion; suggests the route detours significantly or the cycle time is overstated","REVIEW","KM premium (+66% over haversine) and slow implied speed (~15 km/h one-way) are both on the high end; corridor and endpoints (JVC Hospital Bemina; Batwara) are real, but the routing/cycle-time should be rechecked against an actual road path.","mappls.com (JVC Hospital Bemina),justdial.com,onefivenine.com (Jawahar Nagar)"
"SRSR02022008","Jehangir Chowk to Bemina","34.071881,74.804719","34.07618,74.768237","6.545","52.4","35","3","Urban","0.019","5","10-15 min","Confirmed by The Tribune: 'Bemina-Jehangir Chowk travel a chaotic affair' — distance reported as 'merely five kilometres'; well-documented congested corridor; also covered by SSCL Route 9 circular","Both endpoints real and the corridor is independently documented in local press","31","One-way ~26 min for 5-6 km matches the press characterization of this corridor as congested/'chaotic' despite the short distance","PASS","Independently confirmed real, congested corridor (Tribune article explicitly describes Bemina-Jehangir Chowk as ~5 km but slow); modelled 6.5 km is a reasonable circuity allowance (+31%, within short-route tolerance); headway/fleet sane.","tribuneindia.com,kashmirlife.net,mappls.com"
"SRSR02022016","Jehangir Chowk to HMT","34.071881,74.804719","34.108505,74.74716","10.311","82.5","35","4","Urban","0.027","7-8","20-25 min","HMT = the old HMT Watch Factory locality at Zainakote, Shaltang HMT Road, Industrial Area, Srinagar — a real, documented locality (190012); served by general city/JKRTC minibus services along Shaltang Road","Both endpoints real; haversine 6.68 km vs modelled 10.3 km (+44-54%) is a moderate-to-high circuity premium for this distance class","32-41","One-way ~41 min for 10.3 km (avg ~15 km/h) is slow but within plausible bounds for Srinagar peri-urban congestion","REVIEW","KM premium is on the high side (+44% to +54% vs two plausible real-road estimates) for a route of this length; corridor and endpoint (HMT/Zainakote) are real and documented, but routing should be rechecked for unnecessary detour.","mappls.com (Zainakote/HMT),greaterkashmir.com (HMT factory history),wikimapia.org"
"SRSR02022018","Jehangir Chowk to JVC","34.071881,74.804719","34.085141,74.762209","7.723","61.8","35","3","Urban","0.045","4-5","12-15 min","JVC Hospital, Bemina — same real landmark as in route SRSR02021807; corridor along the Jehangir Chowk-Bemina-Police Colony axis is plausible and covered by general city bus services","Both endpoints real; haversine 4.18 km vs modelled 7.7 km (+54-93%) shows a notable circuity premium for a short urban hop","31-46","One-way ~31 min for 7.7 km is slow (avg ~15 km/h) but plausible given downtown congestion near Bemina/Police Colony","REVIEW","KM premium is high (+54% to +93% over haversine) for a sub-8 km urban route; while within the wider ±25% short-route tolerance band only at the low end of the range, this and the related JVC-to-Batwara route both show elevated circuity — worth a routing recheck.","mappls.com (JVC Hospital Bemina),justdial.com"
"SRSR02012009","Jehangir Chowk to Soura","34.071881,74.804719","34.137704,74.802102","10.004","80.0","20","5","Urban","0.073","8-9","20-25 min","SSCL Route 5 (TRC-Soura via Jehangir Chowk, Batamaloo, Karan Nagar/SMHS, Eidgah, Ali Jan Road) and Route 15 both explicitly serve this corridor; well-documented real city route","Both endpoints real; haversine 7.32 km vs modelled 10.0 km (+11-25%) is within normal urban circuity tolerance","0-25","One-way ~40 min for ~10 km (avg ~15 km/h) reflects genuine Srinagar city-core congestion along this documented corridor","PASS","Corridor explicitly matches documented SSCL Route 5/15 alignment (Jehangir Chowk-Batamaloo-Karan Nagar-Eidgah-Soura); KM delta within tolerance; headway/fleet plausible for a busy intra-city link.","kashmirlife.net,wikipedia.org (Soura),jksrtc.co.in"
"SRSR02012208","LD Hospital to Pandach via Jehangir Chowk Dalgate Khanyar","34.081954,74.805892","34.161105,74.816704","10.884","87.1","15","7","Urban","0.167","9-10","20-25 min","SSCL Route 1: TRC to Pandach via Sangarmal, Fountain Crossing, Bishember Nagar, Napura, Rainawari, Saida Kadal, Nigeen, Hazratbal University, Habak Crossing, Zakura, Pandach — confirms Pandach as a real terminus on a documented SSCL trunk route via the Khanyar/Rainawari corridor","Both endpoints real; LD (Lal Ded Hospital area) and Pandach (northern Srinagar, on KZP road, pin 190011) are well documented; haversine 8.86 km vs modelled 10.9 km (+10-23%) is within tolerance","0","One-way ~44 min for ~11 km matches a multi-stop SSCL trunk route through downtown (Khanyar/Dalgate) with several intermediate stops","PASS","Matches the real SSCL Route 1 alignment (TRC/LD area to Pandach via Khanyar/Rainawari/Zakura); CMP_Trunk=True flag is correct; KM delta within tolerance; headway 15 min appropriate for an SSCL backbone route.","kashmirlife.net,greaterkashmir.com (KZP road),pincodes.info (Pandach)"
"SRSR02022227","LD to Panthachowk","34.081954,74.805892","34.028571,74.905785","13.344","106.8","35","5","Urban","0.038","13-16","30-40 min","JKRTC city routes and private minibuses link LD Hospital Wazir Bagh corridor to Pantha Chowk; Pantha Chowk is a known bus stand on the Srinagar-Jammu highway side, frequent local services exist","Both endpoints real and correctly placed; haversine 10.95 km vs real road ~14.5 km is normal for this corridor with the Jhelum-side road bend","-8","One-way ~53 min modelled vs ~30-40 min real plausible given congestion/layover allowance","PASS","Real corridor, well-known Srinagar landmarks, modelled KM within tolerance of typical road distance; fleet/headway reasonable for an urban link","jksrtc.co.in, distancesfrom.com, onefivenine.com"
"SRSR02022229","LD to Parimpora","34.081954,74.805892","34.111187,74.747451","10.44","83.5","35","4","Urban","0.015","8-9","20-25 min","Parimpora is the main inter-district bus terminal of Srinagar; LD Hospital (Wazir Bagh) to Parimpora is served by city minibuses via Jehangir Chowk/Batamaloo corridor","Both endpoints real; haversine 6.29 km vs LD-area to Parimpora road distance commonly cited near 8 km is consistent with city street routing","20","One-way ~42 min modelled vs ~20-25 min real is on the high side but plausible with downtown congestion and stops","REVIEW","Modelled one-way time appears generous relative to the short distance; otherwise corridor and coordinates check out fine","onefivenine.com, indiamapia.com, jksrtc.co.in"
"SRSR01020522","Lalbazar to LD","34.125566,74.817375","34.081954,74.805892","9.308","74.5","20","5","Urban","0.1","6-7","15-20 min","Lal Bazar is a real Srinagar locality (police station area) on a known city corridor; LD Hospital is centrally located; regular city bus/minibus service plausible on this short hop","Both endpoints exist; haversine 4.96 km vs an expected road distance of 6-7 km is consistent for a short urban link with minor street detour","40","One-way ~37 min modelled is high for a roughly 6-7 km hop even with downtown congestion","REVIEW","KM_Delta is large in percentage terms but the absolute gap is only ~2-3 km, typical for very short urban routes; cycle time and headway look generous - worth re-checking origin pin for Lal Bazar","onefivenine.com, distancesfrom.com, wikipedia.org"
